10 69.296701 599.948666
20 71.046877 164.554509
30 69.042261 449.646718
40 75.663181 361.479637
50 69.621601 433.017710
60 74.298875 485.083572
70 67.365237 447.432308
80 69.275944 453.108309
90 69.453994 376.869412
100 70.831081 516.646304
110 71.255248 492.963610
120 70.337186 381.024449
130 67.473842 518.090543
140 70.196140 388.615953
150 69.940634 440.955629
160 71.989069 389.466067
170 69.892818 485.053891
180 73.951943 376.558037
190 73.108326 435.682710
200 70.753599 302.704896
210 66.660396 322.172371
220 69.449121 474.440205
230 70.218807 352.042093
240 71.258729 420.696067
250 69.315224 391.568297
260 71.646759 391.640622
270 66.383255 413.543927
280 71.752996 337.504123
290 70.402082 303.871455
300 71.930882 366.764695
310 69.463194 438.512467
320 69.767615 432.782607
330 72.067436 382.949816
340 69.822914 368.749789
350 71.471930 395.013106
360 71.158781 402.705864
370 68.544601 445.699245
380 70.594406 431.210510
390 69.371366 403.662848
400 69.669860 430.872761
410 69.762308 417.050255
420 69.837859 375.319655
430 69.976395 392.814892
440 70.135011 408.070979
450 70.735923 380.628559
460 70.338216 427.646564
470 72.148521 402.330095
480 70.742498 383.387756
490 70.130516 373.082141
500 68.976243 393.948885
510 68.126282 378.170296
520 69.543415 417.285080
530 68.940875 372.548003
540 69.736984 417.323184
550 70.294716 416.013797
560 70.602458 397.236125
570 69.907509 398.335224
580 70.543203 406.965520
590 69.497732 377.234772
600 71.091939 424.944813
610 69.966215 430.447724
620 70.994133 403.978088
630 69.908048 436.010367
640 69.649388 461.706715
650 70.267143 433.906668
660 69.359370 397.030772
670 71.064159 410.626296
680 69.907265 435.062026
690 70.773155 403.584279
700 70.307109 398.907618
710 69.534483 437.395047
720 69.408812 415.578291
730 70.250765 388.625263
740 71.099432 399.862719
750 69.875528 392.894355
760 69.784056 399.060341
770 70.895779 385.189840
780 70.222910 423.282039
790 70.593645 407.817292
800 69.814820 365.200041
810 69.681923 415.826836
820 70.732469 413.573466
830 69.970161 422.784861
840 69.247134 387.846153
850 70.620493 394.337263
860 70.117949 383.536329
870 69.857975 387.557935
880 71.040039 370.778527
890 70.237571 406.364018
900 69.966061 404.409962
910 69.856227 406.380828
920 69.953769 387.262361
930 69.171982 374.864931
940 70.915509 431.216273
950 69.013617 395.704509
960 71.065307 383.908298
970 70.092288 429.094777
980 70.795875 389.045278
990 71.555172 408.804028
1000 70.237505 371.117711
1010 70.686173 400.039900
1020 70.096414 429.551307
1030 69.146236 394.393745
1040 68.905308 402.260691
1050 70.620643 359.329459
1060 70.117786 384.953389
1070 69.342550 390.752136
1080 69.249453 376.621566
1090 70.474070 390.641179
1100 69.536996 412.368496
1110 69.602600 429.173078
1120 69.720471 404.292018
1130 69.909997 416.551871
1140 69.992146 362.708728
1150 69.767392 395.366897
1160 71.122502 394.173979
1170 69.972209 412.175517
1180 70.983648 406.119231
1190 70.107373 391.570153
1200 69.889416 400.117380
1210 69.563321 402.053739
1220 69.829645 402.564213
1230 69.738046 399.597000
1240 69.535892 390.464581
1250 68.878463 393.937226
1260 70.052051 427.172994
1270 70.661545 402.179342
1280 69.536060 404.936754
1290 69.189610 398.180014
1300 69.299281 437.749268
1310 69.757894 392.484692
