0.01	0
0.02	0.004012
0.03	0.220439
0.04	0.092276
0.05	0.307468
0.06	0.309017
0.07	0.309346
0.08	0.520885
0.09	0.386648
0.1	0.594605
0.11	0.587785
0.12	0.578645
0.13	0.779653
0.14	0.633863
0.15	0.829292
0.16	0.809017
0.17	0.785549
0.18	0.971412
0.19	0.809721
0.2	0.988555
0.21	0.951057
0.22	0.909805
0.23	1.077393
0.24	0.897009
0.25	1.056805
0.26	1
0.27	0.939248
0.28	1.08722
0.29	0.887182
0.3	1.027362
0.31	0.951057
0.32	0.870998
0.33	0.999933
0.34	0.781201
0.35	0.903106
0.36	0.809017
0.37	0.711735
0.38	0.824074
0.39	0.589441
0.4	0.696203
0.41	0.587785
0.42	0.477048
0.43	0.576859
0.44	0.330674
0.45	0.426903
0.46	0.309017
0.47	0.189911
0.48	0.282487
0.49	0.030228
0.5	0.121569
0.51	0
0.52	-0.121569
0.53	-0.030228
0.54	-0.282487
0.55	-0.189911
0.56	-0.309017
0.57	-0.426903
0.58	-0.330674
0.59	-0.576859
0.6	-0.477048
0.61	-0.587785
0.62	-0.696203
0.63	-0.589441
0.64	-0.824074
0.65	-0.711735
0.66	-0.809017
0.67	-0.903106
0.68	-0.781201
0.69	-0.999933
0.7	-0.870998
0.71	-0.951057
0.72	-1.027362
0.73	-0.887182
0.74	-1.08722
0.75	-0.939248
0.76	-1
0.77	-1.056805
0.78	-0.897009
0.79	-1.077393
0.8	-0.909805
0.81	-0.951057
0.82	-0.988555
0.83	-0.809721
0.84	-0.971412
0.85	-0.785549
0.86	-0.809017
0.87	-0.829292
0.88	-0.633863
0.89	-0.779653
0.9	-0.578645
0.91	-0.587785
0.92	-0.594605
0.93	-0.386648
0.94	-0.520885
0.95	-0.309346
0.96	-0.309017
0.97	-0.307468
0.98	-0.092276
0.99	-0.220439
1	-0.004012
1.01	0
1.02	0.004012
1.03	0.220439
1.04	0.092276
1.05	0.307468
1.06	0.309017
1.07	0.309346
1.08	0.520885
1.09	0.386648
1.1	0.594605
1.11	0.587785
1.12	0.578645
1.13	0.779653
1.14	0.633863
1.15	0.829292
1.16	0.809017
1.17	0.785549
1.18	0.971412
1.19	0.809721
1.2	0.988555
1.21	0.951057
1.22	0.909805
1.23	1.077393
1.24	0.897009
1.25	1.056805
1.26	1
1.27	0.939248
1.28	1.08722
1.29	0.887182
1.3	1.027362
1.31	0.951057
1.32	0.870998
1.33	0.999933
1.34	0.781201
1.35	0.903106
1.36	0.809017
1.37	0.711735
1.38	0.824074
1.39	0.589441
1.4	0.696203
1.41	0.587785
1.42	0.477048
1.43	0.576859
1.44	0.330674
1.45	0.426903
1.46	0.309017
1.47	0.189911
1.48	0.282487
1.49	0.030228
1.5	0.121569
1.51	0
1.52	-0.121569
1.53	-0.030228
1.54	-0.282487
1.55	-0.189911
1.56	-0.309017
1.57	-0.426903
1.58	-0.330674
1.59	-0.576859
1.6	-0.477048
1.61	-0.587785
1.62	-0.696203
1.63	-0.589441
1.64	-0.824074
1.65	-0.711735
1.66	-0.809017
1.67	-0.903106
1.68	-0.781201
1.69	-0.999933
1.7	-0.870998
1.71	-0.951057
1.72	-1.027362
1.73	-0.887182
1.74	-1.08722
1.75	-0.939248
1.76	-1
1.77	-1.056805
1.78	-0.897009
1.79	-1.077393
1.8	-0.909805
1.81	-0.951057
1.82	-0.988555
1.83	-0.809721
1.84	-0.971412
1.85	-0.785549
1.86	-0.809017
1.87	-0.829292
1.88	-0.633863
1.89	-0.779653
1.9	-0.578645
1.91	-0.587785
1.92	-0.594605
1.93	-0.386648
1.94	-0.520885
1.95	-0.309346
1.96	-0.309017
1.97	-0.307468
1.98	-0.092276
1.99	-0.220439
2	-0.004012
2.01	0
2.02	0.004012
2.03	0.220439
2.04	0.092276
2.05	0.307468
2.06	0.309017
2.07	0.309346
2.08	0.520885
2.09	0.386648
2.1	0.594605
2.11	0.587785
2.12	0.578645
2.13	0.779653
2.14	0.633863
2.15	0.829292
2.16	0.809017
2.17	0.785549
2.18	0.971412
2.19	0.809721
2.2	0.988555
2.21	0.951057
2.22	0.909805
2.23	1.077393
2.24	0.897009
2.25	1.056805
2.26	1
2.27	0.939248
2.28	1.08722
2.29	0.887182
2.3	1.027362
2.31	0.951057
2.32	0.870998
2.33	0.999933
2.34	0.781201
2.35	0.903106
2.36	0.809017
2.37	0.711735
2.38	0.824074
2.39	0.589441
2.4	0.696203
2.41	0.587785
2.42	0.477048
2.43	0.576859
2.44	0.330674
2.45	0.426903
2.46	0.309017
2.47	0.189911
2.48	0.282487
2.49	0.030228
2.5	0.121569
2.51	0
2.52	-0.121569
2.53	-0.030228
2.54	-0.282487
2.55	-0.189911
2.56	-0.309017
2.57	-0.426903
2.58	-0.330674
2.59	-0.576859
2.6	-0.477048
2.61	-0.587785
2.62	-0.696203
2.63	-0.589441
2.64	-0.824074
2.65	-0.711735
2.66	-0.809017
2.67	-0.903106
2.68	-0.781201
2.69	-0.999933
2.7	-0.870998
2.71	-0.951057
2.72	-1.027362
2.73	-0.887182
2.74	-1.08722
2.75	-0.939248
2.76	-1
2.77	-1.056805
2.78	-0.897009
2.79	-1.077393
2.8	-0.909805
2.81	-0.951057
2.82	-0.988555
2.83	-0.809721
2.84	-0.971412
2.85	-0.785549
2.86	-0.809017
2.87	-0.829292
2.88	-0.633863
2.89	-0.779653
2.9	-0.578645
2.91	-0.587785
2.92	-0.594605
2.93	-0.386648
2.94	-0.520885
2.95	-0.309346
2.96	-0.309017
2.97	-0.307468
2.98	-0.092276
2.99	-0.220439
3	-0.004012
3.01	0
3.02	0.004012
3.03	0.220439
3.04	0.092276
3.05	0.307468
3.06	0.309017
3.07	0.309346
3.08	0.520885
3.09	0.386648
3.1	0.594605
3.11	0.587785
3.12	0.578645
3.13	0.779653
3.14	0.633863
3.15	0.829292
3.16	0.809017
3.17	0.785549
3.18	0.971412
3.19	0.809721
3.2	0.988555
3.21	0.951057
3.22	0.909805
3.23	1.077393
3.24	0.897009
3.25	1.056805
3.26	1
3.27	0.939248
3.28	1.08722
3.29	0.887182
3.3	1.027362
3.31	0.951057
3.32	0.870998
3.33	0.999933
3.34	0.781201
3.35	0.903106
3.36	0.809017
3.37	0.711735
3.38	0.824074
3.39	0.589441
3.4	0.696203
3.41	0.587785
3.42	0.477048
3.43	0.576859
3.44	0.330674
3.45	0.426903
3.46	0.309017
3.47	0.189911
3.48	0.282487
3.49	0.030228
3.5	0.121569
3.51	0
3.52	-0.121569
3.53	-0.030228
3.54	-0.282487
3.55	-0.189911
3.56	-0.309017
3.57	-0.426903
3.58	-0.330674
3.59	-0.576859
3.6	-0.477048
3.61	-0.587785
3.62	-0.696203
3.63	-0.589441
3.64	-0.824074
3.65	-0.711735
3.66	-0.809017
3.67	-0.903106
3.68	-0.781201
3.69	-0.999933
3.7	-0.870998
3.71	-0.951057
3.72	-1.027362
3.73	-0.887182
3.74	-1.08722
3.75	-0.939248
3.76	-1
3.77	-1.056805
3.78	-0.897009
3.79	-1.077393
3.8	-0.909805
3.81	-0.951057
3.82	-0.988555
3.83	-0.809721
3.84	-0.971412
3.85	-0.785549
3.86	-0.809017
3.87	-0.829292
3.88	-0.633863
3.89	-0.779653
3.9	-0.578645
3.91	-0.587785
3.92	-0.594605
3.93	-0.386648
3.94	-0.520885
3.95	-0.309346
3.96	-0.309017
3.97	-0.307468
3.98	-0.092276
3.99	-0.220439
4	-0.004012
4.01	0
4.02	0.004012
4.03	0.220439
4.04	0.092276
4.05	0.307468
4.06	0.309017
4.07	0.309346
4.08	0.520885
4.09	0.386648
4.1	0.594605
4.11	0.587785
4.12	0.578645
4.13	0.779653
4.14	0.633863
4.15	0.829292
4.16	0.809017
4.17	0.785549
4.18	0.971412
4.19	0.809721
4.2	0.988555
4.21	0.951057
4.22	0.909805
4.23	1.077393
4.24	0.897009
4.25	1.056805
4.26	1
4.27	0.939248
4.28	1.08722
4.29	0.887182
4.3	1.027362
4.31	0.951057
4.32	0.870998
4.33	0.999933
4.34	0.781201
4.35	0.903106
4.36	0.809017
4.37	0.711735
4.38	0.824074
4.39	0.589441
4.4	0.696203
4.41	0.587785
4.42	0.477048
4.43	0.576859
4.44	0.330674
4.45	0.426903
4.46	0.309017
4.47	0.189911
4.48	0.282487
