0.000000 4.065011 
0.195312 4.779566 
0.390625 6.977775 
0.585938 11.598331 
0.781250 24.382591 
0.976562 247.739079 
1.171875 36.175025 
1.367188 17.903314 
1.562500 12.237204 
1.757812 9.440012 
1.953125 7.754725 
2.148438 6.618594 
2.343750 5.795327 
2.539062 5.168064 
2.734375 4.672220 
2.929688 4.269096 
3.125000 3.934033 
3.320312 3.650533 
3.515625 3.407120 
3.710938 3.195546 
3.906250 3.009722 
4.101562 2.845047 
4.296875 2.697974 
4.492188 2.565722 
4.687500 2.446076 
4.882812 2.337252 
5.078125 2.237789 
5.273438 2.146485 
5.468750 2.062336 
5.664062 1.984501 
5.859375 1.912264 
6.054688 1.845017 
6.250000 1.782238 
6.445312 1.723473 
6.640625 1.668330 
6.835938 1.616467 
7.031250 1.567581 
7.226562 1.521408 
7.421875 1.477711 
7.617188 1.436282 
7.812500 1.396934 
8.007812 1.359499 
8.203125 1.323827 
8.398438 1.289783 
8.593750 1.257243 
8.789062 1.226096 
8.984375 1.196240 
9.179688 1.167583 
9.375000 1.140040 
9.570312 1.113533 
9.765625 1.087989 
9.960938 1.063342 
10.156250 1.039531 
10.351562 1.016499 
10.546875 0.994192 
10.742188 0.972560 
10.937500 0.951557 
11.132812 0.931139 
11.328125 0.911263 
11.523438 0.891891 
11.718750 0.872985 
11.914062 0.854509 
12.109375 0.836430 
12.304688 0.818714 
12.500000 0.801329 
12.695312 0.784244 
12.890625 0.767430 
13.085938 0.750858 
13.281250 0.734498 
13.476562 0.718323 
13.671875 0.702306 
13.867188 0.686419 
14.062500 0.670638 
14.257812 0.654936 
14.453125 0.639292 
14.648438 0.623682 
14.843750 0.608089 
15.039062 0.592499 
15.234375 0.576902 
15.429688 0.561301 
15.625000 0.545711 
15.820312 0.530166 
16.015625 0.514730 
16.210938 0.499514 
16.406250 0.484689 
16.601562 0.470525 
16.796875 0.457433 
16.992188 0.446034 
17.187500 0.437251 
17.382812 0.432436 
17.578125 0.433523 
17.773438 0.443201 
17.968750 0.465072 
18.164062 0.503825 
18.359375 0.565563 
18.554688 0.658634 
18.750000 0.795639 
18.945312 0.997950 
19.140625 1.306356 
19.335938 1.810169 
19.531250 2.748613 
19.726562 5.046226 
19.921875 18.878379 
20.117188 13.418285 
20.312500 5.349578 
20.507812 3.489689 
20.703125 2.663925 
20.898438 2.197450 
21.093750 1.897535 
21.289062 1.688306 
21.484375 1.533857 
21.679688 1.415004 
21.875000 1.320574 
22.070312 1.243620 
22.265625 1.179599 
22.460938 1.125416 
22.656250 1.078891 
22.851562 1.038444 
23.046875 1.002903 
23.242188 0.971379 
23.437500 0.943187 
23.632812 0.917792 
23.828125 0.894767 
24.023438 0.873768 
24.218750 0.854518 
24.414062 0.836786 
24.609375 0.820383 
24.804688 0.805149 
25.000000 0.790952 
25.195312 0.777676 
25.390625 0.765225 
25.585938 0.753515 
25.781250 0.742474 
25.976562 0.732040 
26.171875 0.722156 
26.367188 0.712777 
26.562500 0.703858 
26.757812 0.695363 
26.953125 0.687259 
27.148438 0.679515 
27.343750 0.672105 
27.539062 0.665005 
27.734375 0.658194 
27.929688 0.651653 
28.125000 0.645364 
28.320312 0.639311 
28.515625 0.633480 
28.710938 0.627857 
28.906250 0.622430 
29.101562 0.617189 
29.296875 0.612123 
29.492188 0.607223 
29.687500 0.602481 
29.882812 0.597887 
30.078125 0.593436 
30.273438 0.589120 
30.468750 0.584933 
30.664062 0.580868 
30.859375 0.576921 
31.054688 0.573087 
31.250000 0.569360 
31.445312 0.565736 
31.640625 0.562212 
31.835938 0.558782 
32.031250 0.555444 
32.226562 0.552193 
32.421875 0.549028 
