0.000000 0.000000
0.000488 0.061314
0.000977 0.122353
0.001465 0.182846
0.001953 0.242523
0.002441 0.301118
0.002930 0.358372
0.003418 0.414031
0.003906 0.467852
0.004395 0.519598
0.004883 0.569047
0.005371 0.615985
0.005859 0.660213
0.006348 0.701547
0.006836 0.739814
0.007324 0.774862
0.007812 0.806552
0.008301 0.834762
0.008789 0.859390
0.009277 0.880352
0.009766 0.897580
0.010254 0.911027
0.010742 0.920666
0.011230 0.926487
0.011719 0.928500
0.012207 0.926734
0.012695 0.921236
0.013184 0.912073
0.013672 0.899328
0.014160 0.883101
0.014648 0.863511
0.015137 0.840691
0.015625 0.814789
0.016113 0.785969
0.016602 0.754406
0.017090 0.720288
0.017578 0.683815
0.018066 0.645195
0.018555 0.604647
0.019043 0.562395
0.019531 0.518670
0.020020 0.473709
0.020508 0.427751
0.020996 0.381036
0.021484 0.333808
0.021973 0.286308
0.022461 0.238775
0.022949 0.191446
0.023438 0.144552
0.023926 0.098320
0.024414 0.052967
0.024902 0.008704
0.025391 -0.034268
0.025879 -0.075757
0.026367 -0.115586
0.026855 -0.153587
0.027344 -0.189606
0.027832 -0.223504
0.028320 -0.255155
0.028809 -0.284450
0.029297 -0.311295
0.029785 -0.335610
0.030273 -0.357335
0.030762 -0.376424
0.031250 -0.392847
0.031738 -0.406594
0.032227 -0.417669
0.032715 -0.426092
0.033203 -0.431899
0.033691 -0.435144
0.034180 -0.435895
0.034668 -0.434231
0.035156 -0.430251
0.035645 -0.424063
0.036133 -0.415787
0.036621 -0.405558
0.037109 -0.393517
0.037598 -0.379819
0.038086 -0.364622
0.038574 -0.348097
0.039062 -0.330417
0.039551 -0.311761
0.040039 -0.292312
0.040527 -0.272256
0.041016 -0.251779
0.041504 -0.231068
0.041992 -0.210307
0.042480 -0.189681
0.042969 -0.169368
0.043457 -0.149541
0.043945 -0.130371
0.044434 -0.112016
0.044922 -0.094632
0.045410 -0.078360
0.045898 -0.063336
0.046387 -0.049682
0.046875 -0.037510
0.047363 -0.026916
0.047852 -0.017988
